"" ,"Dcentrality_FUS" ,"Dcentrality_MTL" ,"Dcentrality_PCC" ,"Dcentrality_PCUNm" ,"Dcentrality_aMPFC" ,"Dcentrality_dMPFC3" ,"avg_clustering" ,"clustering_FUS" ,"clustering_MTL" ,"clustering_PCC" ,"clustering_PCUNm" ,"clustering_aMPFC" ,"clustering_dMPFC3" ,"global_efficiency" ,"local_eff_FUS" ,"local_eff_MTL" ,"local_eff_PCC" ,"local_eff_PCUNm" ,"local_eff_aMPFC" ,"local_eff_dMPFC3" ,"modularity" ,"p2p_FUS_X_PCUNm" ,"p2p_FUS_X_dMPFC3" ,"p2p_MTL_X_FUS" ,"p2p_MTL_X_PCUNm" ,"p2p_MTL_X_dMPFC3" ,"p2p_PCC_X_FUS" ,"p2p_PCC_X_MTL" ,"p2p_PCC_X_PCUNm" ,"p2p_PCC_X_aMPFC" ,"p2p_PCC_X_dMPFC3" ,"p2p_PCUNm_X_dMPFC3" ,"p2p_aMPFC_X_FUS" ,"p2p_aMPFC_X_MTL" ,"p2p_aMPFC_X_PCUNm" ,"p2p_aMPFC_X_dMPFC3"
"subject1" ,-0.082336934931059 ,1.049795920370983 ,-1.008627452905457 ,0.843953583043339 ,1.049795920370983 ,-1.008627452905457 ,0.451124653655616 ,0.497076023391813 ,0.459770114942529 ,0.644444444444444 ,0.563492063492063 ,0.448275862068966 ,0.444444444444444 ,0.566111111111105 ,0.737816764132554 ,0.726819923371648 ,0.822222222222222 ,0.781305114638448 ,0.721455938697318 ,0.714814814814815 ,0.242929803081318 ,0.141239582906944 ,0.075070365903072 ,0.096046128347765 ,0.446421944905673 ,0.154043111873615 ,0.066724814038672 ,0.181143293099648 ,0.162744837773655 ,-0.211229563599625 ,-0.718156555756277 ,0.013187708188021 ,0.234509506780807 ,0.277140343516354 ,0.446727856799180 ,0.227689881005684
"subject2" ,0.379959373624655 ,0.261222069366950 ,0.261222069366950 ,-0.926150973210099 ,0.736171286397770 ,-0.807413668952394 ,0.448116477491444 ,0.525691699604743 ,0.471861471861472 ,0.480519480519481 ,0.454545454545455 ,0.473846153846154 ,0.538461538461538 ,0.571498316498311 ,0.761528326745718 ,0.727994227994228 ,0.734487734487734 ,0.700757575757576 ,0.730256410256410 ,0.760683760683761 ,0.292486480971330 ,-0.284337526239261 ,0.016949109924906 ,0.327855447275524 ,-0.094108980828859 ,-0.130590287073705 ,0.277683655412958 ,0.287560099869758 ,0.187992263203391 ,0.336793642061745 ,0.130767115134498 ,0.478370121372169 ,0.323733520761615 ,0.031576560087364 ,0.094266518516331 ,0.116245520021418
