"" ,"cambridge100" ,"cambridge100bis" ,"per_disc" ,"p"
"avg_fir" ,0.520476190476191 ,0.520476190476191 ,0.520476190476191 ,0.000000000000000
"sub1_m_sub2" ,1.000000000000000 ,1.000000000000000 ,1.000000000000000 ,0.000000000000000
