"" ,"frames_scrubbed" ,"frames_OK" ,"FD" ,"FD_scrubbed"
"subject1_session1_motor" ,0.000000000000000 ,30.000000000000000 ,0.198298236817361 ,0.198298236817361
"subject2_session1_motor" ,0.000000000000000 ,30.000000000000000 ,0.254559194880318 ,0.254559194880318
